student_id,test_name,test_code,first_score,2,last_score,n_attempt,n_attempt_pass,ever_pass,state_passing_score,first_test_date,last_test_date,total_tests,average_first_score,first_standard_deviation,first_z_score,average_last_score,last_standard_deviation,last_z_score,first_score_cutoff,last_score_cutoff,average_z_score
42475,0041 English LLC: Content Knowledge,41,197,NA,197,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,1.57,176.38709677419354,12.478705564545544,1.65,39,39,1.6099999999999999
49898,0041 English LLC: Content Knowledge,41,168,NA,168,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,-0.54,176.38709677419354,12.478705564545544,-0.67,10,10,-0.605
54315,0081 Social Studies: Content Knowledge,81,152,NA,152,1,1,1,150,2012-04-28T00:00:00Z,2012-04-28,22,167.4090909090909,12.938164626256071,-1.19,168.1818181818182,11.874888926343145,-1.36,2,2,-1.275
54315,0941 World and US History: Content Knowledge,941,160,NA,160,1,1,1,141,2012-04-28T00:00:00Z,2012-04-28,74,160.52702702702703,14.995180022829594,-0.04,161.17567567567568,14.281282038405939,-0.08,19,19,-0.06
60274,0061 Mathematics: Content Knowledge,61,124,130,130,2,1,1,129,2012-04-28T00:00:00Z,2012-06-09,55,153.9090909090909,17.10563338794251,-1.75,154.8181818181818,15.797434049836149,-1.57,-5,1,-1.6600000000000001
63971,0361 English to Speakers of Other Languages,361,146,151,151,2,1,1,151,2012-04-28T00:00:00Z,2012-07-21,61,156.04918032786884,13.038949637538801,-0.77,157.65573770491804,12.363771331194,-0.54,-5,0,-0.655
64108,0690 Special Ed: Preschool/Early Childhood,690,640,NA,640,1,1,1,550,2012-04-28T00:00:00Z,2012-04-28,30,620.3333333333334,62.44905970045718,0.31,619,69.74584402400396,0.3,90,90,0.305
64108,0021 Education of Young Children,21,192,NA,192,1,1,1,169,2012-04-28T00:00:00Z,2012-04-28,42,181.28571428571428,12.19613236232303,0.88,181.85714285714286,11.037787487229513,0.92,23,23,0.9
65231,0014 Elem Ed: Content Knowledge,14,152,NA,152,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,-1.26,169.9900497512438,13.353647460432391,-1.35,9,9,-1.3050000000000002
65231,0622 Principles of Learn & Teaching: Grades K-6,622,180,NA,180,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,0.57,174.61650485436894,9.460238712889563,0.57,26,26,0.57
67557,0134 Art: Content Knowledge,134,178,NA,178,1,1,1,151,2012-04-28T00:00:00Z,2012-04-28,35,162.0857142857143,14.633505929828276,1.09,165.85714285714286,13.873679814549515,0.88,27,27,0.9850000000000001
67577,0622 Principles of Learn & Teaching: Grades K-6,622,184,NA,184,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,0.97,174.61650485436894,9.460238712889563,0.99,30,30,0.98
67593,0021 Education of Young Children,21,194,NA,194,1,1,1,169,2012-04-28T00:00:00Z,2012-04-28,42,181.28571428571428,12.19613236232303,1.04,181.85714285714286,11.037787487229513,1.1,25,25,1.07
69835,0941 World and US History: Content Knowledge,941,131,150,150,2,1,1,141,2012-04-28T00:00:00Z,2012-06-09,74,160.52702702702703,14.995180022829594,-1.97,161.17567567567568,14.281282038405939,-0.78,-10,9,-1.375
70611,0690 Special Ed: Preschool/Early Childhood,690,650,NA,650,1,1,1,550,2012-04-28T00:00:00Z,2012-04-28,30,620.3333333333334,62.44905970045718,0.48,619,69.74584402400396,0.44,100,100,0.45999999999999996
70611,0021 Education of Young Children,21,187,NA,187,1,1,1,169,2012-04-28T00:00:00Z,2012-04-28,42,181.28571428571428,12.19613236232303,0.47,181.85714285714286,11.037787487229513,0.47,18,18,0.47
73057,0041 English LLC: Content Knowledge,41,195,NA,195,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,1.42,176.38709677419354,12.478705564545544,1.49,37,37,1.455
73057,0640 Theatre,640,710,NA,710,1,1,1,540,2012-04-28T00:00:00Z,2012-04-28,17,657.0588235294117,94.25793772160206,0.56,660,90.76067430335674,0.55,170,170,0.555
75359,0014 Elem Ed: Content Knowledge,14,138,154,154,2,1,1,143,2012-04-28T00:00:00Z,2012-06-09,201,169.65671641791045,13.97950525462826,-2.26,169.9900497512438,13.353647460432391,-1.2,-5,11,-1.73
75656,0235 Biology: Content Knowledge,235,159,NA,159,1,1,1,139,2012-04-28T00:00:00Z,2012-04-28,24,163.25,13.587878229606295,-0.31,163.25,13.587878229606295,-0.31,20,20,-0.31
81817,0049 Middle School English Language Arts,49,150,146,146,2,0,0,156,2012-04-28T00:00:00Z,2012-07-21,11,166.9090909090909,16.009088327912654,-1.06,166.54545454545453,16.470359051117473,-1.25,-6,-10,-1.155
81817,0439 Middle School Science,439,142,132,132,2,0,0,143,2012-04-28T00:00:00Z,2012-07-21,16,162.1875,14.706999467373803,-1.37,161.5625,15.794381912566253,-1.87,-1,-11,-1.62
85984,0041 English LLC: Content Knowledge,41,185,NA,185,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,0.69,176.38709677419354,12.478705564545544,0.69,27,27,0.69
86774,0640 Theatre,640,670,NA,670,1,1,1,540,2012-04-28T00:00:00Z,2012-04-28,17,657.0588235294117,94.25793772160206,0.14,660,90.76067430335674,0.11,130,130,0.125
92001,0091 Physical Education: Content Knowledge,91,155,NA,155,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,32,156.28125,7.796750253543397,-0.16,156.28125,7.796750253543397,-0.16,12,12,-0.16
92001,0061 Mathematics: Content Knowledge,61,148,NA,148,1,1,1,129,2012-04-28T00:00:00Z,2012-04-28,55,153.9090909090909,17.10563338794251,-0.35,154.8181818181818,15.797434049836149,-0.43,19,19,-0.39
93817,0014 Elem Ed: Content Knowledge,14,172,NA,172,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,0.17,169.9900497512438,13.353647460432391,0.15,29,29,0.16
93913,0081 Social Studies: Content Knowledge,81,161,NA,161,1,1,1,150,2012-04-28T00:00:00Z,2012-04-28,22,167.4090909090909,12.938164626256071,-0.5,168.1818181818182,11.874888926343145,-0.6,11,11,-0.55
94771,0690 Special Ed: Preschool/Early Childhood,690,670,NA,670,1,1,1,550,2012-04-28T00:00:00Z,2012-04-28,30,620.3333333333334,62.44905970045718,0.8,619,69.74584402400396,0.73,120,120,0.765
98048,0041 English LLC: Content Knowledge,41,170,167,167,2,2,1,158,2012-04-28T00:00:00Z,2012-09-22,93,175.46236559139786,13.732347672704059,-0.4,176.38709677419354,12.478705564545544,-0.75,12,9,-0.575
100263,0481 Physical Science: Content Knowledge,481,176,NA,176,1,1,1,145,2012-04-28T00:00:00Z,2012-04-28,13,170.15384615384616,15.203322848674418,0.38,170.3846153846154,14.637500136854321,0.38,31,31,0.38
100437,0021 Education of Young Children,21,183,NA,183,1,1,1,169,2012-04-28T00:00:00Z,2012-04-28,42,181.28571428571428,12.19613236232303,0.14,181.85714285714286,11.037787487229513,0.1,14,14,0.12000000000000001
100437,0690 Special Ed: Preschool/Early Childhood,690,580,NA,580,1,1,1,550,2012-04-28T00:00:00Z,2012-04-28,30,620.3333333333334,62.44905970045718,-0.65,619,69.74584402400396,-0.56,30,30,-0.605
103119,0690 Special Ed: Preschool/Early Childhood,690,530,520,520,2,0,0,550,2012-04-28T00:00:00Z,2012-06-09,30,620.3333333333334,62.44905970045718,-1.45,619,69.74584402400396,-1.42,-20,-30,-1.435
103119,0021 Education of Young Children,21,166,169,169,2,1,1,169,2012-04-28T00:00:00Z,2012-06-09,42,181.28571428571428,12.19613236232303,-1.25,181.85714285714286,11.037787487229513,-1.16,-3,0,-1.205
106121,0041 English LLC: Content Knowledge,41,159,NA,159,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,-1.2,176.38709677419354,12.478705564545544,-1.39,1,1,-1.295
107293,0061 Mathematics: Content Knowledge,61,145,NA,145,1,1,1,129,2012-04-28T00:00:00Z,2012-04-28,55,153.9090909090909,17.10563338794251,-0.52,154.8181818181818,15.797434049836149,-0.62,16,16,-0.5700000000000001
108517,0021 Education of Young Children,21,180,NA,180,1,1,1,169,2012-04-28T00:00:00Z,2012-04-28,42,181.28571428571428,12.19613236232303,-0.11,181.85714285714286,11.037787487229513,-0.17,11,11,-0.14
108630,0640 Theatre,640,530,580,580,2,1,1,540,2012-04-28T00:00:00Z,2012-07-21,17,657.0588235294117,94.25793772160206,-1.35,660,90.76067430335674,-0.88,-10,40,-1.115
113534,0941 World and US History: Content Knowledge,941,143,NA,143,1,1,1,141,2012-04-28T00:00:00Z,2012-04-28,74,160.52702702702703,14.995180022829594,-1.17,161.17567567567568,14.281282038405939,-1.27,2,2,-1.22
113869,0622 Principles of Learn & Teaching: Grades K-6,622,177,NA,177,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,0.27,174.61650485436894,9.460238712889563,0.25,23,23,0.26
113869,0014 Elem Ed: Content Knowledge,14,170,NA,170,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,0.02,169.9900497512438,13.353647460432391,0,27,27,0.01
119745,0014 Elem Ed: Content Knowledge,14,177,NA,177,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,0.53,169.9900497512438,13.353647460432391,0.52,34,34,0.525
119745,0622 Principles of Learn & Teaching: Grades K-6,622,180,NA,180,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,0.57,174.61650485436894,9.460238712889563,0.57,26,26,0.57
121949,0121 Family and Consumer Sciences,121,174,NA,174,1,1,1,157,2012-04-28T00:00:00Z,2012-04-28,21,166.14285714285714,8.945868958830742,0.88,166.57142857142858,8.29199269519353,0.9,17,17,0.89
122148,0113 Music: Content Knowledge,113,181,NA,181,1,1,1,148,2012-04-28T00:00:00Z,2012-04-28,32,168.1875,12.322121465857851,1.04,167.875,12.985724171491727,1.01,33,33,1.025
122983,0640 Theatre,640,590,NA,590,1,1,1,540,2012-04-28T00:00:00Z,2012-04-28,17,657.0588235294117,94.25793772160206,-0.71,660,90.76067430335674,-0.77,50,50,-0.74
122983,0134 Art: Content Knowledge,134,182,NA,182,1,1,1,151,2012-04-28T00:00:00Z,2012-04-28,35,162.0857142857143,14.633505929828276,1.36,165.85714285714286,13.873679814549515,1.16,31,31,1.26
123282,0550 Health Education,550,750,NA,750,1,1,1,630,2012-04-28T00:00:00Z,2012-04-28,8,706.25,54.75595205741825,0.8,713.75,38.14914340921881,0.95,120,120,0.875
123881,0361 English to Speakers of Other Languages,361,135,155,155,4,1,1,151,2012-04-28T00:00:00Z,2013-01-26,61,156.04918032786884,13.038949637538801,-1.61,157.65573770491804,12.363771331194,-0.21,-16,4,-0.91
126999,0041 English LLC: Content Knowledge,41,184,NA,184,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,0.62,176.38709677419354,12.478705564545544,0.61,26,26,0.615
126999,0235 Biology: Content Knowledge,235,172,NA,172,1,1,1,139,2012-04-28T00:00:00Z,2012-04-28,24,163.25,13.587878229606295,0.64,163.25,13.587878229606295,0.64,33,33,0.64
128034,0941 World and US History: Content Knowledge,941,174,NA,174,1,1,1,141,2012-04-28T00:00:00Z,2012-04-28,74,160.52702702702703,14.995180022829594,0.9,161.17567567567568,14.281282038405939,0.9,33,33,0.9
128034,0041 English LLC: Content Knowledge,41,182,NA,182,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,0.48,176.38709677419354,12.478705564545544,0.45,24,24,0.46499999999999997
128980,0622 Principles of Learn & Teaching: Grades K-6,622,157,NA,157,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,-1.75,174.61650485436894,9.460238712889563,-1.86,3,3,-1.8050000000000002
129088,0041 English LLC: Content Knowledge,41,189,NA,189,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,0.99,176.38709677419354,12.478705564545544,1.01,31,31,1
129088,0941 World and US History: Content Knowledge,941,173,NA,173,1,1,1,141,2012-04-28T00:00:00Z,2012-04-28,74,160.52702702702703,14.995180022829594,0.83,161.17567567567568,14.281282038405939,0.83,32,32,0.83
129338,0941 World and US History: Content Knowledge,941,180,NA,180,1,1,1,141,2012-04-28T00:00:00Z,2012-04-28,74,160.52702702702703,14.995180022829594,1.3,161.17567567567568,14.281282038405939,1.32,39,39,1.31
129338,0041 English LLC: Content Knowledge,41,186,NA,186,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,0.77,176.38709677419354,12.478705564545544,0.77,28,28,0.77
129963,0624 Principles of Learn & Teaching: Grades 7-12,624,177,NA,177,1,NA,NA,NA,2012-04-28T00:00:00Z,2012-04-28,1,177,NA,NA,177,NA,NA,NA,NA,NA
130501,0041 English LLC: Content Knowledge,41,163,NA,163,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,-0.91,176.38709677419354,12.478705564545544,-1.07,5,5,-0.99
130501,0550 Health Education,550,730,NA,730,1,1,1,630,2012-04-28T00:00:00Z,2012-04-28,8,706.25,54.75595205741825,0.43,713.75,38.14914340921881,0.43,100,100,0.43
130747,0622 Principles of Learn & Teaching: Grades K-6,622,182,NA,182,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,0.77,174.61650485436894,9.460238712889563,0.78,28,28,0.775
130747,0014 Elem Ed: Content Knowledge,14,169,NA,169,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,-0.05,169.9900497512438,13.353647460432391,-0.07,26,26,-0.060000000000000005
131014,0134 Art: Content Knowledge,134,170,NA,170,1,1,1,151,2012-04-28T00:00:00Z,2012-04-28,35,162.0857142857143,14.633505929828276,0.54,165.85714285714286,13.873679814549515,0.3,19,19,0.42000000000000004
131767,0113 Music: Content Knowledge,113,155,NA,155,1,1,1,148,2012-04-28T00:00:00Z,2012-04-28,32,168.1875,12.322121465857851,-1.07,167.875,12.985724171491727,-0.99,7,7,-1.03
131841,0622 Principles of Learn & Teaching: Grades K-6,622,185,NA,185,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,1.07,174.61650485436894,9.460238712889563,1.1,31,31,1.085
132594,0134 Art: Content Knowledge,134,156,NA,156,1,1,1,151,2012-04-28T00:00:00Z,2012-04-28,35,162.0857142857143,14.633505929828276,-0.42,165.85714285714286,13.873679814549515,-0.71,5,5,-0.565
133227,0091 Physical Education: Content Knowledge,91,159,NA,159,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,32,156.28125,7.796750253543397,0.35,156.28125,7.796750253543397,0.35,16,16,0.35
133227,0061 Mathematics: Content Knowledge,61,138,NA,138,1,1,1,129,2012-04-28T00:00:00Z,2012-04-28,55,153.9090909090909,17.10563338794251,-0.93,154.8181818181818,15.797434049836149,-1.06,9,9,-0.9950000000000001
133686,0041 English LLC: Content Knowledge,41,189,NA,189,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,0.99,176.38709677419354,12.478705564545544,1.01,31,31,1
135599,0134 Art: Content Knowledge,134,177,NA,177,1,1,1,151,2012-04-28T00:00:00Z,2012-04-28,35,162.0857142857143,14.633505929828276,1.02,165.85714285714286,13.873679814549515,0.8,26,26,0.91
137394,0041 English LLC: Content Knowledge,41,169,NA,169,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,-0.47,176.38709677419354,12.478705564545544,-0.59,11,11,-0.53
137667,0061 Mathematics: Content Knowledge,61,158,NA,158,1,1,1,129,2012-04-28T00:00:00Z,2012-04-28,55,153.9090909090909,17.10563338794251,0.24,154.8181818181818,15.797434049836149,0.2,29,29,0.22
137667,0941 World and US History: Content Knowledge,941,137,139,139,2,0,0,141,2012-04-28T00:00:00Z,2012-11-03,74,160.52702702702703,14.995180022829594,-1.57,161.17567567567568,14.281282038405939,-1.55,-4,-2,-1.56
137685,0622 Principles of Learn & Teaching: Grades K-6,622,165,NA,165,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,-0.94,174.61650485436894,9.460238712889563,-1.02,11,11,-0.98
138224,0622 Principles of Learn & Teaching: Grades K-6,622,164,NA,164,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,-1.04,174.61650485436894,9.460238712889563,-1.12,10,10,-1.08
138224,0014 Elem Ed: Content Knowledge,14,166,NA,166,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,-0.26,169.9900497512438,13.353647460432391,-0.3,23,23,-0.28
141005,0113 Music: Content Knowledge,113,174,NA,174,1,1,1,148,2012-04-28T00:00:00Z,2012-04-28,32,168.1875,12.322121465857851,0.47,167.875,12.985724171491727,0.47,26,26,0.47
142064,0014 Elem Ed: Content Knowledge,14,190,NA,190,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,1.46,169.9900497512438,13.353647460432391,1.5,47,47,1.48
142609,0113 Music: Content Knowledge,113,173,NA,173,1,1,1,148,2012-04-28T00:00:00Z,2012-04-28,32,168.1875,12.322121465857851,0.39,167.875,12.985724171491727,0.39,25,25,0.39
142884,0690 Special Ed: Preschool/Early Childhood,690,510,420,420,2,0,0,550,2012-04-28T00:00:00Z,2012-06-09,30,620.3333333333334,62.44905970045718,-1.77,619,69.74584402400396,-2.85,-40,-130,-2.31
142884,0021 Education of Young Children,21,143,154,154,3,0,0,169,2012-04-28T00:00:00Z,2012-11-03,42,181.28571428571428,12.19613236232303,-3.14,181.85714285714286,11.037787487229513,-2.52,-26,-15,-2.83
143026,0014 Elem Ed: Content Knowledge,14,183,NA,183,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,0.95,169.9900497512438,13.353647460432391,0.97,40,40,0.96
143026,0622 Principles of Learn & Teaching: Grades K-6,622,183,NA,183,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,0.87,174.61650485436894,9.460238712889563,0.89,29,29,0.88
143047,0091 Physical Education: Content Knowledge,91,175,NA,175,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,32,156.28125,7.796750253543397,2.4,156.28125,7.796750253543397,2.4,32,32,2.4
143661,0014 Elem Ed: Content Knowledge,14,156,NA,156,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,-0.98,169.9900497512438,13.353647460432391,-1.05,13,13,-1.0150000000000001
145008,0061 Mathematics: Content Knowledge,61,162,NA,162,1,1,1,129,2012-04-28T00:00:00Z,2012-04-28,55,153.9090909090909,17.10563338794251,0.47,154.8181818181818,15.797434049836149,0.45,33,33,0.45999999999999996
145008,0091 Physical Education: Content Knowledge,91,153,NA,153,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,32,156.28125,7.796750253543397,-0.42,156.28125,7.796750253543397,-0.42,10,10,-0.42
146669,0014 Elem Ed: Content Knowledge,14,170,NA,170,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,0.02,169.9900497512438,13.353647460432391,0,27,27,0.01
146669,0622 Principles of Learn & Teaching: Grades K-6,622,173,NA,173,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,-0.14,174.61650485436894,9.460238712889563,-0.17,19,19,-0.15500000000000003
146756,0622 Principles of Learn & Teaching: Grades K-6,622,172,NA,172,1,1,1,154,2012-04-28T00:00:00Z,2012-04-28,206,174.35922330097088,9.915107338810676,-0.24,174.61650485436894,9.460238712889563,-0.28,18,18,-0.26
149301,0041 English LLC: Content Knowledge,41,147,160,160,4,1,1,158,2012-04-28T00:00:00Z,2013-07-20,93,175.46236559139786,13.732347672704059,-2.07,176.38709677419354,12.478705564545544,-1.31,-11,2,-1.69
149786,0021 Education of Young Children,21,162,172,172,2,1,1,169,2012-04-28T00:00:00Z,2012-06-09,42,181.28571428571428,12.19613236232303,-1.58,181.85714285714286,11.037787487229513,-0.89,-7,3,-1.235
149786,0690 Special Ed: Preschool/Early Childhood,690,530,500,500,2,0,0,550,2012-04-28T00:00:00Z,2012-06-09,30,620.3333333333334,62.44905970045718,-1.45,619,69.74584402400396,-1.71,-20,-50,-1.58
150450,0014 Elem Ed: Content Knowledge,14,164,NA,164,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,201,169.65671641791045,13.97950525462826,-0.4,169.9900497512438,13.353647460432391,-0.45,21,21,-0.42500000000000004
152469,0113 Music: Content Knowledge,113,189,NA,189,1,1,1,148,2012-04-28T00:00:00Z,2012-04-28,32,168.1875,12.322121465857851,1.69,167.875,12.985724171491727,1.63,41,41,1.66
152899,0091 Physical Education: Content Knowledge,91,153,NA,153,1,1,1,143,2012-04-28T00:00:00Z,2012-04-28,32,156.28125,7.796750253543397,-0.42,156.28125,7.796750253543397,-0.42,10,10,-0.42
152899,0235 Biology: Content Knowledge,235,155,NA,155,1,1,1,139,2012-04-28T00:00:00Z,2012-04-28,24,163.25,13.587878229606295,-0.61,163.25,13.587878229606295,-0.61,16,16,-0.61
154558,0361 English to Speakers of Other Languages,361,151,NA,151,1,1,1,151,2012-04-28T00:00:00Z,2012-04-28,61,156.04918032786884,13.038949637538801,-0.39,157.65573770491804,12.363771331194,-0.54,0,0,-0.465
154558,0041 English LLC: Content Knowledge,41,161,NA,161,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,-1.05,176.38709677419354,12.478705564545544,-1.23,3,3,-1.1400000000000001
156885,0061 Mathematics: Content Knowledge,61,180,NA,180,1,1,1,129,2012-04-28T00:00:00Z,2012-04-28,55,153.9090909090909,17.10563338794251,1.53,154.8181818181818,15.797434049836149,1.59,51,51,1.56
158693,0121 Family and Consumer Sciences,121,150,156,156,4,0,0,157,2012-04-28T00:00:00Z,2012-09-22,21,166.14285714285714,8.945868958830742,-1.8,166.57142857142858,8.29199269519353,-1.27,-7,-1,-1.5350000000000001
159188,0041 English LLC: Content Knowledge,41,161,NA,161,1,1,1,158,2012-04-28T00:00:00Z,2012-04-28,93,175.46236559139786,13.732347672704059,-1.05,176.38709677419354,12.478705564545544,-1.23,3,3,-1.1400000000000001
161454,0235 Biology: Content Knowledge,235,181,NA,181,1,1,1,139,2012-04-28T00:00:00Z,2012-04-28,24,163.25,13.587878229606295,1.31,163.25,13.587878229606295,1.31,42,42,1.31
